"","city","real_2005","real_2006","real_2007","real_2008","real_2009","real_2010","real_2011","real_2012","real_2013","real_2014","real_2015","real_2016","gdp_2005","gdp_2006","gdp_2007","gdp_2008","gdp_2009","gdp_2010","gdp_2011","gdp_2012","gdp_2013","gdp_2014","gdp_2015","gdp_2016","per_capita_2005","per_capita_2006","per_capita_2007","per_capita_2008","per_capita_2009","per_capita_2010","per_capita_2011","per_capita_2012","per_capita_2013","per_capita_2014","per_capita_2015","per_capita_2016","ur_2005","ur_2006","ur_2007","ur_2008","ur_2009","ur_2010","ur_2011","ur_2012","ur_2013","ur_2014","ur_2015","ur_2016","er_2005","er_2006","er_2007","er_2008","er_2009","er_2010","er_2011","er_2012","er_2013","er_2014","er_2015","er_2016"
"43","Bellmore","442865.0863","487683.3333","468316.6667","433491.6667","404958.3333","397300","387233.3333","382641.6667","400858.3333","420450","436108.3333","449975",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"44","Farmingdale","397487.905","440891.6667","430758.3333","386741.6667","354083.3333","343008.3333","337075","326500","334983.3333","351850","361675","377150",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"45","North Tonawanda","97627.00055","85300","88983.33333","89800","91791.66667","93341.66667","95916.66667","96241.66667","97958.33333","100858.3333","104675","116200",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"46","Town of Watertown","92065.68084","92758.33333","106241.6667","110833.3333","115816.6667","120833.3333","120316.6667","122583.3333","119916.6667","120425","116841.6667","115700",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"47","Baldwin","401379.6723","445166.6667","437825","400666.6667","359583.3333","346466.6667","331933.3333","316416.6667","324283.3333","347308.3333","363208.3333","381041.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"48","Port Chester","486248.2925","527458.3333","519341.6667","476591.6667","450108.3333","435591.6667","407008.3333","396716.6667","401950","417166.6667","440083.3333","451658.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"49","Chili","131178.9635","121675","125758.3333","126958.3333","126108.3333","127000","126575","126366.6667","128058.3333","130516.6667","133866.6667","136900",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"50","Ossining","417667.7368","455616.6667","441983.3333","418341.6667","385091.6667","367550","335025","306783.3333","309275","332366.6667","349108.3333","361341.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"51","Town of Pittsford","225232.7983","226950","232475","232866.6667","233691.6667","234291.6667","232816.6667","234566.6667","241233.3333","241908.3333","250691.6667","260975",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"52","Long Beach","486404.8706","545866.6667","537875","503066.6667","477391.6667","449841.6667","449008.3333","422800","437800","447225","451125","498766.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"53","Commack","477713.713","516341.6667","508750","464775","428883.3333","405283.3333","400133.3333","385716.6667","391633.3333","413266.6667","423475","433575",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"54","Centereach","360791.2961","379325","372325","356825","314825","296908.3333","290275","288166.6667","286066.6667","283150","278975","298050",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"55","East Northport","464866.1607","516150","507016.6667","474600","434708.3333","405208.3333","403258.3333","389341.6667","393933.3333","402350","411666.6667","433608.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"56","Riverhead","378640.5547","377400","372516.6667","353133.3333","319583.3333","310308.3333","311700","307075","296741.6667","313300","311575","327233.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"57","Vestal","136566.5122","131716.6667","138166.6667","143825","141041.6667","133641.6667","128691.6667","127983.3333","134366.6667","125383.3333","126350","125191.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"58","Ithaca","172569.69","177933.3333","187716.6667","192591.6667","190591.6667","190466.6667","195191.6667","197458.3333","208000","211675","226408.3333","242425",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"59","Plainview","522627.724","562866.6667","530716.6667","505783.3333","465858.3333","452441.6667","452675","443341.6667","473241.6667","504341.6667","517525","534966.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"60","Wantagh","437005.3775","487941.6667","467583.3333","432433.3333","406733.3333","393400","383191.6667","373033.3333","386375","403950","421675","439058.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"61","Town of Plattsburgh","138951.7145","127466.6667","130850","127216.6667","127191.6667","126591.6667","123008.3333","122416.6667","124766.6667","126066.6667","130541.6667","129266.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"62","Town of Oswego","76129.88149","67858.33333","67458.33333","68475","65258.33333","68458.33333","71775","70475","72108.33333","71025","72716.66667","75633.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"63","Bethlehem","224077.0757","249083.3333","245475","245766.6667","240025","233383.3333","233400","233283.3333","236316.6667","237700","236108.3333","243525",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"64","Middletown","223174.8489","218208.3333","221566.6667","201808.3333","185275","171683.3333","157450","138341.6667","135958.3333","136341.6667","135191.6667","136941.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"65","Oceanside","480106.4694","507616.6667","486750","457491.6667","426633.3333","419125","400466.6667","390750","395066.6667","391891.6667","412800","440575",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"66","Kingston","219032.9244","189575","186491.6667","179391.6667","163475","158075","146666.6667","143158.3333","138708.3333","136725","139833.3333","144150",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"67","Glen Cove","524259.9145","565791.6667","556300","524208.3333","465833.3333","456441.6667","454975","445633.3333","460758.3333","488000","499825","514275",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"68","Amityville","350663.2401","381175","380066.6667","363550","328066.6667","307825","268758.3333","265091.6667","258125","257175","271483.3333","288066.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
